entry,at,order
"""ramune @ 3rSQmMhWok"" raises to 3520",2025-11-15T04:04:50.037Z,176317949003700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T04:04:45.429Z,176317948542900
"""piyo @ 8_zd4NO6-H"" posts a big blind of 1600",2025-11-15T04:04:31.946Z,176317947194615
"""whywaita @ DtjzvbAuKs"" posts a small blind of 800",2025-11-15T04:04:31.946Z,176317947194614
"""whywaita @ DtjzvbAuKs"" posts an ante of 266",2025-11-15T04:04:31.946Z,176317947194613
"""ANN @ IjVUpuZ9EK"" posts an ante of 266",2025-11-15T04:04:31.946Z,176317947194612
"""wafu @ Oc04ITRF7i"" posts an ante of 266",2025-11-15T04:04:31.946Z,176317947194611
"""ramune @ 3rSQmMhWok"" posts an ante of 266",2025-11-15T04:04:31.946Z,176317947194610
"""tanaka @ InoI33tFUO"" posts an ante of 266",2025-11-15T04:04:31.946Z,176317947194609
"""piyo @ 8_zd4NO6-H"" posts an ante of 266",2025-11-15T04:04:31.946Z,176317947194608
"Your hand is 8♣, 2♥",2025-11-15T04:04:31.946Z,176317947194607
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (36362) | #2 ""tanaka @ InoI33tFUO"" (40312) | #5 ""ramune @ 3rSQmMhWok"" (90930) | #6 ""wafu @ Oc04ITRF7i"" (63698) | #7 ""ANN @ IjVUpuZ9EK"" (76604) | #9 ""whywaita @ DtjzvbAuKs"" (92094)",2025-11-15T04:04:31.946Z,176317947194601
"-- starting hand #48 (id: hwkx1pgfjgbj)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T04:04:31.946Z,176317947194600
"""wafu @ Oc04ITRF7i"" shows a Q♥.",2025-11-15T04:04:30.942Z,176317947094200
"-- ending hand #47 --",2025-11-15T04:04:28.317Z,176317946831702
"""wafu @ Oc04ITRF7i"" collected 26040 from pot",2025-11-15T04:04:28.317Z,176317946831701
"Uncalled bet of 37658 returned to ""wafu @ Oc04ITRF7i""",2025-11-15T04:04:28.317Z,176317946831700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T04:04:27.474Z,176317946747400
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T04:04:26.400Z,176317946640000
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:04:03.264Z,176317944326400
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:04:02.179Z,176317944217900
"""wafu @ Oc04ITRF7i"" raises to 47080 and go all in",2025-11-15T04:03:59.667Z,176317943966700
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:03:46.797Z,176317942679700
"""tanaka @ InoI33tFUO"" raises to 9422",2025-11-15T04:03:45.770Z,176317942577000
"""piyo @ 8_zd4NO6-H"" raises to 3200",2025-11-15T04:03:30.224Z,176317941022400
"""whywaita @ DtjzvbAuKs"" posts a big blind of 1600",2025-11-15T04:03:25.225Z,176317940522516
"""ANN @ IjVUpuZ9EK"" posts a small blind of 800",2025-11-15T04:03:25.225Z,176317940522515
"""whywaita @ DtjzvbAuKs"" posts an ante of 266",2025-11-15T04:03:25.225Z,176317940522514
"""ANN @ IjVUpuZ9EK"" posts an ante of 266",2025-11-15T04:03:25.225Z,176317940522513
"""wafu @ Oc04ITRF7i"" posts an ante of 266",2025-11-15T04:03:25.225Z,176317940522512
"""ramune @ 3rSQmMhWok"" posts an ante of 266",2025-11-15T04:03:25.225Z,176317940522511
"""tanaka @ InoI33tFUO"" posts an ante of 266",2025-11-15T04:03:25.225Z,176317940522510
"""piyo @ 8_zd4NO6-H"" posts an ante of 266",2025-11-15T04:03:25.225Z,176317940522509
"Your hand is 8♥, J♦",2025-11-15T04:03:25.225Z,176317940522508
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (39828) | #2 ""tanaka @ InoI33tFUO"" (50000) | #5 ""ramune @ 3rSQmMhWok"" (91196) | #6 ""wafu @ Oc04ITRF7i"" (47346) | #7 ""ANN @ IjVUpuZ9EK"" (77670) | #9 ""whywaita @ DtjzvbAuKs"" (93960)",2025-11-15T04:03:25.225Z,176317940522502
"-- starting hand #47 (id: cmgzbpwydsvs)  (No Limit Texas Hold'em) (dealer: ""wafu @ Oc04ITRF7i"") --",2025-11-15T04:03:25.225Z,176317940522501
"The player ""tanaka @ InoI33tFUO"" joined the game with a stack of 50000.",2025-11-15T04:03:25.225Z,176317940522500
"""wafu @ Oc04ITRF7i"" shows a 7♥.",2025-11-15T04:03:22.960Z,176317940296000
"-- ending hand #46 --",2025-11-15T04:03:21.616Z,176317940161602
"""ANN @ IjVUpuZ9EK"" collected 42130 from pot",2025-11-15T04:03:21.616Z,176317940161601
"Uncalled bet of 14400 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T04:03:21.616Z,176317940161600
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T04:03:20.814Z,176317940081400
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T04:03:17.815Z,176317939781500
"""ANN @ IjVUpuZ9EK"" bets 14400",2025-11-15T04:03:15.537Z,176317939553700
"The player ""tanaka @ InoI33tFUO"" sit back with the stack of 50000.",2025-11-15T04:03:10.528Z,176317939052800
"""wafu @ Oc04ITRF7i"" checks",2025-11-15T04:03:10.272Z,176317939027200
"The player ""tanaka @ InoI33tFUO"" stand up with the stack of 50000.",2025-11-15T04:03:00.613Z,176317938061301
"The admin approved the player ""tanaka @ InoI33tFUO"" participation with a stack of 50000.",2025-11-15T04:03:00.613Z,176317938061300
"Turn: 6♣, 4♥, Q♦ [5♦]",2025-11-15T04:02:54.705Z,176317937470500
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T04:02:53.847Z,176317937384700
"The player ""tanaka @ InoI33tFUO"" requested a seat.",2025-11-15T04:02:52.967Z,176317937296700
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T04:02:43.951Z,176317936395100
"""wafu @ Oc04ITRF7i"" checks",2025-11-15T04:02:41.896Z,176317936189600
"Flop:  [6♣, 4♥, Q♦]",2025-11-15T04:02:39.300Z,176317935930000
"""whywaita @ DtjzvbAuKs"" calls 13600",2025-11-15T04:02:38.479Z,176317935847900
"""ANN @ IjVUpuZ9EK"" calls 13600",2025-11-15T04:02:32.485Z,176317935248500
"""wafu @ Oc04ITRF7i"" raises to 13600",2025-11-15T04:02:28.696Z,176317934869600
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:02:19.751Z,176317933975100
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T04:02:18.725Z,176317933872500
"""whywaita @ DtjzvbAuKs"" raises to 3200",2025-11-15T04:02:16.934Z,176317933693400
"""ANN @ IjVUpuZ9EK"" posts a big blind of 1600",2025-11-15T04:02:12.753Z,176317933275314
"""wafu @ Oc04ITRF7i"" posts a small blind of 800",2025-11-15T04:02:12.753Z,176317933275313
"""whywaita @ DtjzvbAuKs"" posts an ante of 266",2025-11-15T04:02:12.753Z,176317933275312
"""ANN @ IjVUpuZ9EK"" posts an ante of 266",2025-11-15T04:02:12.753Z,176317933275311
"""wafu @ Oc04ITRF7i"" posts an ante of 266",2025-11-15T04:02:12.753Z,176317933275310
"""ramune @ 3rSQmMhWok"" posts an ante of 266",2025-11-15T04:02:12.753Z,176317933275309
"""piyo @ 8_zd4NO6-H"" posts an ante of 266",2025-11-15T04:02:12.753Z,176317933275308
"Your hand is 9♥, K♥",2025-11-15T04:02:12.753Z,176317933275307
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (40094) | #5 ""ramune @ 3rSQmMhWok"" (91462) | #6 ""wafu @ Oc04ITRF7i"" (61212) | #7 ""ANN @ IjVUpuZ9EK"" (49406) | #9 ""whywaita @ DtjzvbAuKs"" (107826)",2025-11-15T04:02:12.753Z,176317933275302
"-- starting hand #46 (id: xtme9vgwfopu)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T04:02:12.753Z,176317933275301
"The player ""tanaka @ InoI33tFUO"" quits the game with a stack of 0.",2025-11-15T04:02:12.753Z,176317933275300
"""wafu @ Oc04ITRF7i"" shows a 9♦.",2025-11-15T04:02:07.481Z,176317932748100
"-- ending hand #45 --",2025-11-15T04:02:06.247Z,176317932624701
"""whywaita @ DtjzvbAuKs"" collected 25348 from pot with Two Pair, A's & 7's (combination: A♥, A♣, 7♣, 7♥, 9♥)",2025-11-15T04:02:06.247Z,176317932624700
"River: 5♠, 9♥, 4♠, A♣ [7♥]",2025-11-15T04:02:02.228Z,176317932222800
"Turn: 5♠, 9♥, 4♠ [A♣]",2025-11-15T04:01:58.157Z,176317931815700
"Flop:  [5♠, 9♥, 4♠]",2025-11-15T04:01:54.149Z,176317931414900
"""tanaka @ InoI33tFUO"" shows a 6♦, A♦.",2025-11-15T04:01:50.142Z,176317931014201
"""whywaita @ DtjzvbAuKs"" shows a 7♣, A♥.",2025-11-15T04:01:50.142Z,176317931014200
"""whywaita @ DtjzvbAuKs"" calls 10676",2025-11-15T04:01:49.327Z,176317930932700
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T04:01:47.657Z,176317930765700
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T04:01:46.598Z,176317930659800
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T04:01:45.540Z,176317930554000
"""tanaka @ InoI33tFUO"" raises to 10676 and go all in",2025-11-15T04:01:43.891Z,176317930389100
"""whywaita @ DtjzvbAuKs"" raises to 3200",2025-11-15T04:01:38.564Z,176317929856400
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T04:01:25.794Z,176317928579400
"""wafu @ Oc04ITRF7i"" posts a big blind of 1600",2025-11-15T04:01:21.487Z,176317928148718
"""ramune @ 3rSQmMhWok"" posts a small blind of 800",2025-11-15T04:01:21.487Z,176317928148717
"""tanaka @ InoI33tFUO"" posts an ante of 266",2025-11-15T04:01:21.487Z,176317928148716
"""whywaita @ DtjzvbAuKs"" posts an ante of 266",2025-11-15T04:01:21.487Z,176317928148715
"""ANN @ IjVUpuZ9EK"" posts an ante of 266",2025-11-15T04:01:21.487Z,176317928148714
"""wafu @ Oc04ITRF7i"" posts an ante of 266",2025-11-15T04:01:21.487Z,176317928148713
"""ramune @ 3rSQmMhWok"" posts an ante of 266",2025-11-15T04:01:21.487Z,176317928148712
"""piyo @ 8_zd4NO6-H"" posts an ante of 266",2025-11-15T04:01:21.487Z,176317928148711
"Your hand is 7♣, A♥",2025-11-15T04:01:21.487Z,176317928148709
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (40360) | #5 ""ramune @ 3rSQmMhWok"" (92528) | #6 ""wafu @ Oc04ITRF7i"" (63078) | #7 ""ANN @ IjVUpuZ9EK"" (49672) | #9 ""whywaita @ DtjzvbAuKs"" (93420) | #10 ""tanaka @ InoI33tFUO"" (10942)",2025-11-15T04:01:21.487Z,176317928148704
"-- starting hand #45 (id: jt3uruukhowp)  (No Limit Texas Hold'em) (dealer: ""piyo @ 8_zd4NO6-H"") --",2025-11-15T04:01:21.487Z,176317928148703
"The game's ante was changed from 200 to 266.",2025-11-15T04:01:21.487Z,176317928148702
"The game's big blind was changed from 1200 to 1600.",2025-11-15T04:01:21.487Z,176317928148701
"The game's small blind was changed from 600 to 800.",2025-11-15T04:01:21.487Z,176317928148700
"-- ending hand #44 --",2025-11-15T04:01:15.452Z,176317927545203
"""whywaita @ DtjzvbAuKs"" shows a A♦, 4♦.",2025-11-15T04:01:15.452Z,176317927545202
"""ramune @ 3rSQmMhWok"" collected 92528 from pot with Three of a Kind, 6's (combination: 6♣, 6♥, 6♦, A♠, J♣)",2025-11-15T04:01:15.452Z,176317927545201
"""ramune @ 3rSQmMhWok"" shows a 10♦, 6♣.",2025-11-15T04:01:15.452Z,176317927545200
"""whywaita @ DtjzvbAuKs"" calls 36364",2025-11-15T04:01:14.648Z,176317927464800
"""ramune @ 3rSQmMhWok"" raises to 36364 and go all in",2025-11-15T04:00:35.743Z,176317923574300
"""whywaita @ DtjzvbAuKs"" bets 18000",2025-11-15T04:00:31.892Z,176317923189200
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T04:00:22.259Z,176317922225900
"River: 6♥, A♠, 6♦, J♣ [5♠]",2025-11-15T04:00:20.521Z,176317922052100
"""ramune @ 3rSQmMhWok"" calls 3600",2025-11-15T04:00:19.653Z,176317921965300
"""whywaita @ DtjzvbAuKs"" bets 3600",2025-11-15T03:59:57.526Z,176317919752600
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:59:36.285Z,176317917628500
"Turn: 6♥, A♠, 6♦ [J♣]",2025-11-15T03:59:33.058Z,176317917305800
"""ramune @ 3rSQmMhWok"" calls 3000",2025-11-15T03:59:32.246Z,176317917224600
"""whywaita @ DtjzvbAuKs"" bets 3000",2025-11-15T03:59:13.052Z,176317915305200
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:59:04.451Z,176317914445100
"Flop:  [6♥, A♠, 6♦]",2025-11-15T03:59:02.174Z,176317914217400
"""ramune @ 3rSQmMhWok"" calls 2400",2025-11-15T03:59:01.358Z,176317914135800
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:58:57.708Z,176317913770800
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:58:56.656Z,176317913665600
"""whywaita @ DtjzvbAuKs"" raises to 2400",2025-11-15T03:58:53.783Z,176317913378300
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:58:49.870Z,176317912987000
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:58:44.458Z,176317912445800
"""ramune @ 3rSQmMhWok"" posts a big blind of 1200",2025-11-15T03:58:43.095Z,176317912309515
"""piyo @ 8_zd4NO6-H"" posts a small blind of 600",2025-11-15T03:58:43.095Z,176317912309514
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:58:43.095Z,176317912309513
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:58:43.095Z,176317912309512
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:58:43.095Z,176317912309511
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:58:43.095Z,176317912309510
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:58:43.095Z,176317912309509
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:58:43.095Z,176317912309508
"Your hand is A♦, 4♦",2025-11-15T03:58:43.095Z,176317912309506
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (41160) | #5 ""ramune @ 3rSQmMhWok"" (45564) | #6 ""wafu @ Oc04ITRF7i"" (63278) | #7 ""ANN @ IjVUpuZ9EK"" (49872) | #9 ""whywaita @ DtjzvbAuKs"" (138984) | #10 ""tanaka @ InoI33tFUO"" (11142)",2025-11-15T03:58:43.095Z,176317912309501
"-- starting hand #44 (id: 1iu59lqxj3ti)  (No Limit Texas Hold'em) (dealer: ""tanaka @ InoI33tFUO"") --",2025-11-15T03:58:43.095Z,176317912309500
"-- ending hand #43 --",2025-11-15T03:58:37.026Z,176317911702605
"""wafu @ Oc04ITRF7i"" collected 8460 from pot with Pair, J's (combination: J♥, J♦, A♥, 10♥, 6♠)",2025-11-15T03:58:37.026Z,176317911702604
"""ramune @ 3rSQmMhWok"" collected 8460 from pot with Pair, J's (combination: J♣, J♦, A♥, 10♣, 6♠)",2025-11-15T03:58:37.026Z,176317911702603
"""wafu @ Oc04ITRF7i"" shows a 10♥, J♥.",2025-11-15T03:58:37.026Z,176317911702602
"""ramune @ 3rSQmMhWok"" shows a 10♣, J♣.",2025-11-15T03:58:37.026Z,176317911702601
"""piyo @ 8_zd4NO6-H"" shows a J♠, 9♥.",2025-11-15T03:58:37.026Z,176317911702600
"""wafu @ Oc04ITRF7i"" checks",2025-11-15T03:58:36.182Z,176317911618200
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:58:22.451Z,176317910245100
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:58:17.995Z,176317909799500
"River: J♦, 6♠, A♥, 3♣ [4♦]",2025-11-15T03:58:14.999Z,176317909499900
"""wafu @ Oc04ITRF7i"" checks",2025-11-15T03:58:14.166Z,176317909416600
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:58:00.789Z,176317908078900
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:57:57.066Z,176317907706600
"Turn: J♦, 6♠, A♥ [3♣]",2025-11-15T03:57:52.328Z,176317907232800
"""ramune @ 3rSQmMhWok"" calls 2400",2025-11-15T03:57:51.517Z,176317907151700
"""piyo @ 8_zd4NO6-H"" calls 2400",2025-11-15T03:57:44.121Z,176317906412100
"""wafu @ Oc04ITRF7i"" bets 2400",2025-11-15T03:57:36.090Z,176317905609000
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:57:24.426Z,176317904442600
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:57:16.678Z,176317903667800
"Flop:  [J♦, 6♠, A♥]",2025-11-15T03:57:13.699Z,176317903369900
"""piyo @ 8_zd4NO6-H"" calls 2640",2025-11-15T03:57:12.855Z,176317903285500
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:57:08.550Z,176317902855000
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:57:02.439Z,176317902243900
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:56:57.300Z,176317901730000
"""wafu @ Oc04ITRF7i"" calls 2640",2025-11-15T03:56:56.285Z,176317901628500
"""ramune @ 3rSQmMhWok"" raises to 2640",2025-11-15T03:56:49.638Z,176317900963800
"""piyo @ 8_zd4NO6-H"" posts a big blind of 1200",2025-11-15T03:56:45.143Z,176317900514315
"""tanaka @ InoI33tFUO"" posts a small blind of 600",2025-11-15T03:56:45.143Z,176317900514314
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:56:45.143Z,176317900514313
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:56:45.143Z,176317900514312
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:56:45.143Z,176317900514311
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:56:45.143Z,176317900514310
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:56:45.143Z,176317900514309
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:56:45.143Z,176317900514308
"Your hand is 6♣, A♣",2025-11-15T03:56:45.143Z,176317900514306
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (46400) | #5 ""ramune @ 3rSQmMhWok"" (42344) | #6 ""wafu @ Oc04ITRF7i"" (60058) | #7 ""ANN @ IjVUpuZ9EK"" (50072) | #9 ""whywaita @ DtjzvbAuKs"" (139184) | #10 ""tanaka @ InoI33tFUO"" (11942)",2025-11-15T03:56:45.143Z,176317900514301
"-- starting hand #43 (id: vzyhoznjgbtt)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T03:56:45.143Z,176317900514300
"-- ending hand #42 --",2025-11-15T03:56:42.217Z,176317900221702
"""whywaita @ DtjzvbAuKs"" collected 3600 from pot",2025-11-15T03:56:42.217Z,176317900221701
"Uncalled bet of 135584 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:56:42.217Z,176317900221700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:56:41.360Z,176317900136000
"""whywaita @ DtjzvbAuKs"" raises to 136784 and go all in",2025-11-15T03:56:38.340Z,176317899834000
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:56:34.181Z,176317899418100
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:56:31.803Z,176317899180300
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:56:30.663Z,176317899066300
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:56:28.802Z,176317898880200
"""tanaka @ InoI33tFUO"" posts a big blind of 1200",2025-11-15T03:56:25.772Z,176317898577215
"""whywaita @ DtjzvbAuKs"" posts a small blind of 600",2025-11-15T03:56:25.772Z,176317898577214
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:56:25.772Z,176317898577213
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:56:25.772Z,176317898577212
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:56:25.772Z,176317898577211
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:56:25.772Z,176317898577210
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:56:25.772Z,176317898577209
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:56:25.772Z,176317898577208
"Your hand is 10♦, A♣",2025-11-15T03:56:25.772Z,176317898577206
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (46600) | #5 ""ramune @ 3rSQmMhWok"" (42544) | #6 ""wafu @ Oc04ITRF7i"" (60258) | #7 ""ANN @ IjVUpuZ9EK"" (50272) | #9 ""whywaita @ DtjzvbAuKs"" (136984) | #10 ""tanaka @ InoI33tFUO"" (13342)",2025-11-15T03:56:25.772Z,176317898577201
"-- starting hand #42 (id: piuglmypebmf)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T03:56:25.772Z,176317898577200
"""tanaka @ InoI33tFUO"" shows a K♦.",2025-11-15T03:56:24.434Z,176317898443400
"-- ending hand #41 --",2025-11-15T03:56:22.131Z,176317898213102
"""whywaita @ DtjzvbAuKs"" collected 22800 from pot",2025-11-15T03:56:22.131Z,176317898213101
"Uncalled bet of 114184 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:56:22.131Z,176317898213100
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:56:21.321Z,176317898132100
"""whywaita @ DtjzvbAuKs"" bets 114184 and go all in",2025-11-15T03:55:32.622Z,176317893262200
"River: 3♠, 7♥, 7♦, 5♥ [9♣]",2025-11-15T03:55:27.560Z,176317892756000
"""whywaita @ DtjzvbAuKs"" calls 5700",2025-11-15T03:55:26.699Z,176317892669900
"""tanaka @ InoI33tFUO"" bets 5700",2025-11-15T03:55:21.149Z,176317892114900
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:55:12.892Z,176317891289200
"Turn: 3♠, 7♥, 7♦ [5♥]",2025-11-15T03:55:09.067Z,176317890906700
"""whywaita @ DtjzvbAuKs"" calls 2400",2025-11-15T03:55:08.209Z,176317890820900
"""tanaka @ InoI33tFUO"" bets 2400",2025-11-15T03:55:00.082Z,176317890008200
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:54:50.388Z,176317889038800
"Flop:  [3♠, 7♥, 7♦]",2025-11-15T03:54:43.265Z,176317888326500
"""whywaita @ DtjzvbAuKs"" calls 2400",2025-11-15T03:54:42.432Z,176317888243200
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:54:40.397Z,176317888039700
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:54:39.365Z,176317887936500
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:54:38.353Z,176317887835300
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:54:37.349Z,176317887734900
"""tanaka @ InoI33tFUO"" raises to 2400",2025-11-15T03:54:36.225Z,176317887622500
"""whywaita @ DtjzvbAuKs"" posts a big blind of 1200",2025-11-15T03:54:31.055Z,176317887105515
"""ANN @ IjVUpuZ9EK"" posts a small blind of 600",2025-11-15T03:54:31.055Z,176317887105514
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:54:31.055Z,176317887105513
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:54:31.055Z,176317887105512
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:54:31.055Z,176317887105511
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:54:31.055Z,176317887105510
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:54:31.055Z,176317887105509
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:54:31.055Z,176317887105508
"Your hand is 4♣, 6♣",2025-11-15T03:54:31.055Z,176317887105506
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (46800) | #5 ""ramune @ 3rSQmMhWok"" (42744) | #6 ""wafu @ Oc04ITRF7i"" (60458) | #7 ""ANN @ IjVUpuZ9EK"" (51072) | #9 ""whywaita @ DtjzvbAuKs"" (124884) | #10 ""tanaka @ InoI33tFUO"" (24042)",2025-11-15T03:54:31.055Z,176317887105501
"-- starting hand #41 (id: ahktpt26dghl)  (No Limit Texas Hold'em) (dealer: ""wafu @ Oc04ITRF7i"") --",2025-11-15T03:54:31.055Z,176317887105500
"-- ending hand #40 --",2025-11-15T03:54:28.150Z,176317886815002
"""ramune @ 3rSQmMhWok"" collected 12600 from pot",2025-11-15T03:54:28.150Z,176317886815001
"Uncalled bet of 6000 returned to ""ramune @ 3rSQmMhWok""",2025-11-15T03:54:28.150Z,176317886815000
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:54:27.340Z,176317886734000
"""ramune @ 3rSQmMhWok"" bets 6000",2025-11-15T03:54:25.918Z,176317886591800
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:54:18.330Z,176317885833000
"Turn: 3♣, 9♣, 8♥ [9♥]",2025-11-15T03:54:15.165Z,176317885516500
"""ANN @ IjVUpuZ9EK"" calls 2400",2025-11-15T03:54:14.351Z,176317885435100
"""ramune @ 3rSQmMhWok"" bets 2400",2025-11-15T03:54:11.267Z,176317885126700
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:54:05.812Z,176317884581200
"Flop:  [3♣, 9♣, 8♥]",2025-11-15T03:54:02.940Z,176317884294000
"""ANN @ IjVUpuZ9EK"" calls 3000",2025-11-15T03:54:02.055Z,176317884205500
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:53:57.064Z,176317883706400
"""ramune @ 3rSQmMhWok"" raises to 3000",2025-11-15T03:53:55.926Z,176317883592600
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:53:51.963Z,176317883196300
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:53:50.642Z,176317883064200
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:53:49.546Z,176317882954600
"""ANN @ IjVUpuZ9EK"" posts a big blind of 1200",2025-11-15T03:53:47.391Z,176317882739115
"""wafu @ Oc04ITRF7i"" posts a small blind of 600",2025-11-15T03:53:47.391Z,176317882739114
"""tanaka @ InoI33tFUO"" posts an ante of 200",2025-11-15T03:53:47.391Z,176317882739113
"""whywaita @ DtjzvbAuKs"" posts an ante of 200",2025-11-15T03:53:47.391Z,176317882739112
"""ANN @ IjVUpuZ9EK"" posts an ante of 200",2025-11-15T03:53:47.391Z,176317882739111
"""wafu @ Oc04ITRF7i"" posts an ante of 200",2025-11-15T03:53:47.391Z,176317882739110
"""ramune @ 3rSQmMhWok"" posts an ante of 200",2025-11-15T03:53:47.391Z,176317882739109
"""piyo @ 8_zd4NO6-H"" posts an ante of 200",2025-11-15T03:53:47.391Z,176317882739108
"Your hand is 2♦, 4♥",2025-11-15T03:53:47.391Z,176317882739106
"Player stacks: #1 ""piyo @ 8_zd4NO6-H"" (47000) | #5 ""ramune @ 3rSQmMhWok"" (35744) | #6 ""wafu @ Oc04ITRF7i"" (61258) | #7 ""ANN @ IjVUpuZ9EK"" (56672) | #9 ""whywaita @ DtjzvbAuKs"" (125084) | #10 ""tanaka @ InoI33tFUO"" (24242)",2025-11-15T03:53:47.391Z,176317882739101
