entry,at,order
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:26:13.111Z,176317717311108
"Your hand is 3♠, 2♣",2025-11-15T03:26:13.111Z,176317717311106
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (39366) | #5 ""ramune @ 3rSQmMhWok"" (70623) | #6 ""wafu @ Oc04ITRF7i"" (72810) | #7 ""ANN @ IjVUpuZ9EK"" (43624) | #9 ""whywaita @ DtjzvbAuKs"" (56426) | #10 ""tanaka @ InoI33tFUO"" (17151)",2025-11-15T03:26:13.111Z,176317717311101
"-- starting hand #15 (id: f2l2uhngjrmu)  (No Limit Texas Hold'em) (dealer: ""piyo @ 8_zd4NO6-H"") --",2025-11-15T03:26:13.111Z,176317717311100
"-- ending hand #14 --",2025-11-15T03:26:10.182Z,176317717018202
"""tanaka @ InoI33tFUO"" collected 3300 from pot",2025-11-15T03:26:10.182Z,176317717018201
"Uncalled bet of 600 returned to ""tanaka @ InoI33tFUO""",2025-11-15T03:26:10.182Z,176317717018200
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:26:09.319Z,176317716931900
"""tanaka @ InoI33tFUO"" bets 600",2025-11-15T03:26:02.610Z,176317716261000
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:25:56.144Z,176317715614400
"Flop:  [A♣, 6♠, 10♣]",2025-11-15T03:25:54.041Z,176317715404100
"""ramune @ 3rSQmMhWok"" calls 1200",2025-11-15T03:25:53.224Z,176317715322400
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:25:49.687Z,176317714968700
"""tanaka @ InoI33tFUO"" raises to 1200",2025-11-15T03:25:47.824Z,176317714782400
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:25:41.795Z,176317714179500
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:25:40.785Z,176317714078500
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:25:39.787Z,176317713978700
"""ramune @ 3rSQmMhWok"" posts a big blind of 600",2025-11-15T03:25:36.297Z,176317713629715
"""piyo @ 8_zd4NO6-H"" posts a small blind of 300",2025-11-15T03:25:36.297Z,176317713629714
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:25:36.297Z,176317713629713
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:25:36.297Z,176317713629712
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:25:36.297Z,176317713629711
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:25:36.297Z,176317713629710
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:25:36.297Z,176317713629709
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:25:36.297Z,176317713629708
"Your hand is 3♦, K♠",2025-11-15T03:25:36.297Z,176317713629706
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (39766) | #5 ""ramune @ 3rSQmMhWok"" (71923) | #6 ""wafu @ Oc04ITRF7i"" (72910) | #7 ""ANN @ IjVUpuZ9EK"" (43724) | #9 ""whywaita @ DtjzvbAuKs"" (56526) | #10 ""tanaka @ InoI33tFUO"" (15151)",2025-11-15T03:25:36.297Z,176317713629701
"-- starting hand #14 (id: ahfnas18waep)  (No Limit Texas Hold'em) (dealer: ""tanaka @ InoI33tFUO"") --",2025-11-15T03:25:36.297Z,176317713629700
"-- ending hand #13 --",2025-11-15T03:25:33.389Z,176317713338902
"""whywaita @ DtjzvbAuKs"" collected 17820 from pot",2025-11-15T03:25:33.389Z,176317713338901
"Uncalled bet of 12000 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:25:33.389Z,176317713338900
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:25:32.579Z,176317713257900
"""whywaita @ DtjzvbAuKs"" bets 12000",2025-11-15T03:25:29.698Z,176317712969800
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:25:05.993Z,176317710599300
"Turn: 9♦, 6♣, 2♦ [A♣]",2025-11-15T03:25:01.128Z,176317710112800
"""ramune @ 3rSQmMhWok"" calls 6000",2025-11-15T03:25:00.268Z,176317710026800
"""whywaita @ DtjzvbAuKs"" bets 6000",2025-11-15T03:24:29.049Z,176317706904900
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:24:12.582Z,176317705258200
"Flop:  [9♦, 6♣, 2♦]",2025-11-15T03:24:10.706Z,176317705070600
"""ramune @ 3rSQmMhWok"" calls 2160",2025-11-15T03:24:09.856Z,176317704985600
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:24:08.693Z,176317704869300
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:24:05.051Z,176317704505100
"""whywaita @ DtjzvbAuKs"" raises to 2160",2025-11-15T03:23:56.628Z,176317703662800
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:23:53.160Z,176317703316000
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:23:50.737Z,176317703073700
"""ramune @ 3rSQmMhWok"" raises to 1380",2025-11-15T03:23:49.729Z,176317702972900
"""piyo @ 8_zd4NO6-H"" posts a big blind of 600",2025-11-15T03:23:45.230Z,176317702523015
"""tanaka @ InoI33tFUO"" posts a small blind of 300",2025-11-15T03:23:45.230Z,176317702523014
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:23:45.230Z,176317702523013
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:23:45.230Z,176317702523012
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:23:45.230Z,176317702523011
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:23:45.230Z,176317702523010
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:23:45.230Z,176317702523009
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:23:45.230Z,176317702523008
"Your hand is Q♥, Q♦",2025-11-15T03:23:45.230Z,176317702523006
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (40466) | #5 ""ramune @ 3rSQmMhWok"" (80183) | #6 ""wafu @ Oc04ITRF7i"" (73010) | #7 ""ANN @ IjVUpuZ9EK"" (43824) | #9 ""whywaita @ DtjzvbAuKs"" (46966) | #10 ""tanaka @ InoI33tFUO"" (15551)",2025-11-15T03:23:45.230Z,176317702523001
"-- starting hand #13 (id: kvz0kdcvwcx8)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T03:23:45.230Z,176317702523000
"-- ending hand #12 --",2025-11-15T03:23:39.223Z,176317701922302
"""wafu @ Oc04ITRF7i"" collected 52860 from pot with Full House, K's over Q's (combination: K♦, K♣, K♥, Q♦, Q♠)",2025-11-15T03:23:39.223Z,176317701922301
"""wafu @ Oc04ITRF7i"" shows a Q♦, K♦.",2025-11-15T03:23:39.223Z,176317701922300
"""tanaka @ InoI33tFUO"" calls 18000",2025-11-15T03:23:38.410Z,176317701841000
"""wafu @ Oc04ITRF7i"" bets 18000",2025-11-15T03:22:59.878Z,176317697987800
"""tanaka @ InoI33tFUO"" checks",2025-11-15T03:22:30.165Z,176317695016500
"River: 4♦, K♣, Q♠, K♥ [6♠]",2025-11-15T03:22:25.491Z,176317694549100
"""tanaka @ InoI33tFUO"" calls 5100",2025-11-15T03:22:24.685Z,176317694468500
"""wafu @ Oc04ITRF7i"" raises to 5100",2025-11-15T03:22:07.713Z,176317692771300
"""tanaka @ InoI33tFUO"" bets 1800",2025-11-15T03:21:29.121Z,176317688912100
"Turn: 4♦, K♣, Q♠ [K♥]",2025-11-15T03:20:55.093Z,176317685509300
"""tanaka @ InoI33tFUO"" calls 1500",2025-11-15T03:20:54.260Z,176317685426000
"""wafu @ Oc04ITRF7i"" bets 1500",2025-11-15T03:20:40.509Z,176317684050900
"""tanaka @ InoI33tFUO"" checks",2025-11-15T03:20:16.426Z,176317681642600
"Flop:  [4♦, K♣, Q♠]",2025-11-15T03:20:13.600Z,176317681360000
"""tanaka @ InoI33tFUO"" calls 1380",2025-11-15T03:20:12.767Z,176317681276700
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:20:10.603Z,176317681060300
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:20:09.590Z,176317680959000
"""wafu @ Oc04ITRF7i"" raises to 1380",2025-11-15T03:20:08.595Z,176317680859500
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:20:02.336Z,176317680233600
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:20:01.060Z,176317680106000
"""tanaka @ InoI33tFUO"" posts a big blind of 600",2025-11-15T03:19:59.062Z,176317679906215
"""whywaita @ DtjzvbAuKs"" posts a small blind of 300",2025-11-15T03:19:59.062Z,176317679906214
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:19:59.062Z,176317679906213
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:19:59.062Z,176317679906212
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:19:59.062Z,176317679906211
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:19:59.062Z,176317679906210
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:19:59.062Z,176317679906209
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:19:59.062Z,176317679906208
"Your hand is 5♥, 6♦",2025-11-15T03:19:59.062Z,176317679906206
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (40566) | #5 ""ramune @ 3rSQmMhWok"" (80283) | #6 ""wafu @ Oc04ITRF7i"" (46230) | #7 ""ANN @ IjVUpuZ9EK"" (43924) | #9 ""whywaita @ DtjzvbAuKs"" (47366) | #10 ""tanaka @ InoI33tFUO"" (41631)",2025-11-15T03:19:59.062Z,176317679906201
"-- starting hand #12 (id: hq7meis4vbia)  (No Limit Texas Hold'em) (dealer: ""ANN @ IjVUpuZ9EK"") --",2025-11-15T03:19:59.062Z,176317679906200
"-- ending hand #11 --",2025-11-15T03:19:56.126Z,176317679612602
"""wafu @ Oc04ITRF7i"" collected 4500 from pot",2025-11-15T03:19:56.126Z,176317679612601
"Uncalled bet of 1650 returned to ""wafu @ Oc04ITRF7i""",2025-11-15T03:19:56.126Z,176317679612600
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:19:55.309Z,176317679530900
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:19:40.707Z,176317678070700
"""wafu @ Oc04ITRF7i"" bets 1650",2025-11-15T03:19:37.485Z,176317677748500
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:19:24.621Z,176317676462100
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:19:21.557Z,176317676155700
"Flop:  [A♦, A♥, 10♠]",2025-11-15T03:19:17.578Z,176317675757800
"""whywaita @ DtjzvbAuKs"" calls 1200",2025-11-15T03:19:16.711Z,176317675671100
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:19:11.163Z,176317675116300
"""wafu @ Oc04ITRF7i"" calls 1200",2025-11-15T03:19:10.070Z,176317675007000
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:19:01.205Z,176317674120500
"""piyo @ 8_zd4NO6-H"" raises to 1200",2025-11-15T03:19:00.171Z,176317674017100
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:18:54.676Z,176317673467600
"""whywaita @ DtjzvbAuKs"" posts a big blind of 600",2025-11-15T03:18:52.357Z,176317673235715
"""ANN @ IjVUpuZ9EK"" posts a small blind of 300",2025-11-15T03:18:52.357Z,176317673235714
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:18:52.357Z,176317673235713
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:18:52.357Z,176317673235712
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:18:52.357Z,176317673235711
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:18:52.357Z,176317673235710
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:18:52.357Z,176317673235709
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:18:52.357Z,176317673235708
"Your hand is 6♥, 6♠",2025-11-15T03:18:52.357Z,176317673235706
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (41866) | #5 ""ramune @ 3rSQmMhWok"" (80383) | #6 ""wafu @ Oc04ITRF7i"" (43030) | #7 ""ANN @ IjVUpuZ9EK"" (44324) | #9 ""whywaita @ DtjzvbAuKs"" (48666) | #10 ""tanaka @ InoI33tFUO"" (41731)",2025-11-15T03:18:52.357Z,176317673235701
"-- starting hand #11 (id: liypqvjgyrne)  (No Limit Texas Hold'em) (dealer: ""wafu @ Oc04ITRF7i"") --",2025-11-15T03:18:52.357Z,176317673235700
"-- ending hand #10 --",2025-11-15T03:18:49.429Z,176317672942902
"""tanaka @ InoI33tFUO"" collected 8250 from pot",2025-11-15T03:18:49.429Z,176317672942901
"Uncalled bet of 9000 returned to ""tanaka @ InoI33tFUO""",2025-11-15T03:18:49.429Z,176317672942900
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:18:48.623Z,176317672862300
"""tanaka @ InoI33tFUO"" bets 9000",2025-11-15T03:18:45.728Z,176317672572800
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:18:20.845Z,176317670084500
"Turn: 10♣, A♣, 5♠ [J♥]",2025-11-15T03:18:17.085Z,176317669708500
"""ANN @ IjVUpuZ9EK"" calls 2475",2025-11-15T03:18:16.268Z,176317669626800
"""tanaka @ InoI33tFUO"" bets 2475",2025-11-15T03:18:06.824Z,176317668682400
"""ANN @ IjVUpuZ9EK"" checks",2025-11-15T03:18:00.158Z,176317668015800
"Flop:  [10♣, A♣, 5♠]",2025-11-15T03:17:54.335Z,176317667433500
"""ANN @ IjVUpuZ9EK"" calls 1200",2025-11-15T03:17:53.505Z,176317667350500
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:17:48.547Z,176317666854700
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:17:47.090Z,176317666709000
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:17:46.071Z,176317666607100
"""tanaka @ InoI33tFUO"" raises to 1200",2025-11-15T03:17:42.282Z,176317666228200
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:17:35.495Z,176317665549500
"""ANN @ IjVUpuZ9EK"" posts a big blind of 600",2025-11-15T03:17:32.661Z,176317665266115
"""wafu @ Oc04ITRF7i"" posts a small blind of 300",2025-11-15T03:17:32.661Z,176317665266114
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:17:32.661Z,176317665266113
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:17:32.661Z,176317665266112
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:17:32.661Z,176317665266111
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:17:32.661Z,176317665266110
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:17:32.661Z,176317665266109
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:17:32.661Z,176317665266108
"Your hand is 4♥, A♦",2025-11-15T03:17:32.661Z,176317665266106
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (41966) | #5 ""ramune @ 3rSQmMhWok"" (80483) | #6 ""wafu @ Oc04ITRF7i"" (43430) | #7 ""ANN @ IjVUpuZ9EK"" (48099) | #9 ""whywaita @ DtjzvbAuKs"" (48766) | #10 ""tanaka @ InoI33tFUO"" (37256)",2025-11-15T03:17:32.661Z,176317665266101
"-- starting hand #10 (id: djt1l9zf7nhs)  (No Limit Texas Hold'em) (dealer: ""ramune @ 3rSQmMhWok"") --",2025-11-15T03:17:32.661Z,176317665266100
"-- ending hand #9 --",2025-11-15T03:17:29.721Z,176317664972102
"""whywaita @ DtjzvbAuKs"" collected 2100 from pot",2025-11-15T03:17:29.721Z,176317664972101
"Uncalled bet of 600 returned to ""whywaita @ DtjzvbAuKs""",2025-11-15T03:17:29.721Z,176317664972100
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:17:28.879Z,176317664887900
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:17:25.119Z,176317664511900
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:17:24.107Z,176317664410700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:17:21.849Z,176317664184900
"""whywaita @ DtjzvbAuKs"" raises to 1200",2025-11-15T03:17:19.202Z,176317663920200
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:17:15.372Z,176317663537200
"""wafu @ Oc04ITRF7i"" posts a big blind of 600",2025-11-15T03:17:12.196Z,176317663219618
"""ramune @ 3rSQmMhWok"" posts a small blind of 300",2025-11-15T03:17:12.196Z,176317663219617
"""tanaka @ InoI33tFUO"" posts an ante of 100",2025-11-15T03:17:12.196Z,176317663219616
"""whywaita @ DtjzvbAuKs"" posts an ante of 100",2025-11-15T03:17:12.196Z,176317663219615
"""ANN @ IjVUpuZ9EK"" posts an ante of 100",2025-11-15T03:17:12.196Z,176317663219614
"""wafu @ Oc04ITRF7i"" posts an ante of 100",2025-11-15T03:17:12.196Z,176317663219613
"""ramune @ 3rSQmMhWok"" posts an ante of 100",2025-11-15T03:17:12.196Z,176317663219612
"""piyo @ 8_zd4NO6-H"" posts an ante of 100",2025-11-15T03:17:12.196Z,176317663219611
"Your hand is Q♣, Q♦",2025-11-15T03:17:12.196Z,176317663219609
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (42066) | #5 ""ramune @ 3rSQmMhWok"" (80883) | #6 ""wafu @ Oc04ITRF7i"" (44130) | #7 ""ANN @ IjVUpuZ9EK"" (48199) | #9 ""whywaita @ DtjzvbAuKs"" (47366) | #10 ""tanaka @ InoI33tFUO"" (37356)",2025-11-15T03:17:12.196Z,176317663219604
"-- starting hand #9 (id: dwbvgxduzp2n)  (No Limit Texas Hold'em) (dealer: ""piyo @ 8_zd4NO6-H"") --",2025-11-15T03:17:12.196Z,176317663219603
"The game's ante was changed from 66 to 100.",2025-11-15T03:17:12.196Z,176317663219602
"The game's big blind was changed from 400 to 600.",2025-11-15T03:17:12.196Z,176317663219601
"The game's small blind was changed from 200 to 300.",2025-11-15T03:17:12.196Z,176317663219600
"""wafu @ Oc04ITRF7i"" shows a A♦, 9♦.",2025-11-15T03:17:09.336Z,176317662933600
"-- ending hand #8 --",2025-11-15T03:17:08.590Z,176317662859002
"""ramune @ 3rSQmMhWok"" collected 19753 from pot",2025-11-15T03:17:08.590Z,176317662859001
"Uncalled bet of 8800 returned to ""ramune @ 3rSQmMhWok""",2025-11-15T03:17:08.590Z,176317662859000
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:17:07.765Z,176317662776500
"""ramune @ 3rSQmMhWok"" raises to 14000",2025-11-15T03:17:02.086Z,176317662208600
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:16:39.146Z,176317659914600
"""wafu @ Oc04ITRF7i"" bets 5200",2025-11-15T03:16:35.165Z,176317659516500
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:16:13.021Z,176317657302100
"Turn: 2♣, 2♥, 7♠ [J♣]",2025-11-15T03:16:11.049Z,176317657104900
"""ramune @ 3rSQmMhWok"" calls 2000",2025-11-15T03:16:10.218Z,176317657021800
"""whywaita @ DtjzvbAuKs"" calls 2000",2025-11-15T03:16:01.609Z,176317656160900
"""wafu @ Oc04ITRF7i"" bets 2000",2025-11-15T03:15:46.154Z,176317654615400
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:15:23.682Z,176317652368200
"Flop:  [2♣, 2♥, 7♠]",2025-11-15T03:15:21.238Z,176317652123800
"""ramune @ 3rSQmMhWok"" calls 919",2025-11-15T03:15:20.352Z,176317652035200
"""piyo @ 8_zd4NO6-H"" folds",2025-11-15T03:15:14.497Z,176317651449700
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:15:13.151Z,176317651315100
"""whywaita @ DtjzvbAuKs"" calls 919",2025-11-15T03:15:08.561Z,176317650856100
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:15:05.714Z,176317650571400
"""wafu @ Oc04ITRF7i"" raises to 919",2025-11-15T03:15:04.710Z,176317650471000
"""ramune @ 3rSQmMhWok"" posts a big blind of 400",2025-11-15T03:14:56.746Z,176317649674615
"""piyo @ 8_zd4NO6-H"" posts a small blind of 200",2025-11-15T03:14:56.746Z,176317649674614
"""tanaka @ InoI33tFUO"" posts an ante of 66",2025-11-15T03:14:56.746Z,176317649674613
"""whywaita @ DtjzvbAuKs"" posts an ante of 66",2025-11-15T03:14:56.746Z,176317649674612
"""ANN @ IjVUpuZ9EK"" posts an ante of 66",2025-11-15T03:14:56.746Z,176317649674611
"""wafu @ Oc04ITRF7i"" posts an ante of 66",2025-11-15T03:14:56.746Z,176317649674610
"""ramune @ 3rSQmMhWok"" posts an ante of 66",2025-11-15T03:14:56.746Z,176317649674609
"""piyo @ 8_zd4NO6-H"" posts an ante of 66",2025-11-15T03:14:56.746Z,176317649674608
"Your hand is 5♣, 5♦",2025-11-15T03:14:56.746Z,176317649674606
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (42332) | #5 ""ramune @ 3rSQmMhWok"" (69315) | #6 ""wafu @ Oc04ITRF7i"" (52315) | #7 ""ANN @ IjVUpuZ9EK"" (48265) | #9 ""whywaita @ DtjzvbAuKs"" (50351) | #10 ""tanaka @ InoI33tFUO"" (37422)",2025-11-15T03:14:56.746Z,176317649674601
"-- starting hand #8 (id: u2zj9p7axsdi)  (No Limit Texas Hold'em) (dealer: ""tanaka @ InoI33tFUO"") --",2025-11-15T03:14:56.746Z,176317649674600
"-- ending hand #7 --",2025-11-15T03:14:50.742Z,176317649074204
"""whywaita @ DtjzvbAuKs"" collected 1938 from pot with Pair, J's (combination: J♠, J♥, A♣, Q♠, 9♠)",2025-11-15T03:14:50.742Z,176317649074203
"""piyo @ 8_zd4NO6-H"" collected 1938 from pot with Pair, J's (combination: J♠, J♥, A♥, Q♠, 9♠)",2025-11-15T03:14:50.742Z,176317649074202
"""whywaita @ DtjzvbAuKs"" shows a A♣, 4♣.",2025-11-15T03:14:50.742Z,176317649074201
"""piyo @ 8_zd4NO6-H"" shows a A♥, 3♥.",2025-11-15T03:14:50.742Z,176317649074200
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:14:49.925Z,176317648992500
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:14:36.726Z,176317647672600
"River: Q♠, J♠, 2♦, 9♠ [J♥]",2025-11-15T03:14:09.722Z,176317644972200
"""whywaita @ DtjzvbAuKs"" checks",2025-11-15T03:14:08.907Z,176317644890700
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:14:06.856Z,176317644685600
"Turn: Q♠, J♠, 2♦ [9♠]",2025-11-15T03:14:03.421Z,176317644342100
"""piyo @ 8_zd4NO6-H"" calls 840",2025-11-15T03:14:02.570Z,176317644257000
"""whywaita @ DtjzvbAuKs"" bets 840",2025-11-15T03:13:51.641Z,176317643164100
"""piyo @ 8_zd4NO6-H"" checks",2025-11-15T03:13:39.149Z,176317641914900
"Flop:  [Q♠, J♠, 2♦]",2025-11-15T03:13:36.755Z,176317641675500
"""piyo @ 8_zd4NO6-H"" calls 800",2025-11-15T03:13:35.914Z,176317641591400
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:13:33.347Z,176317641334700
"""whywaita @ DtjzvbAuKs"" raises to 800",2025-11-15T03:13:31.392Z,176317641139200
"""ANN @ IjVUpuZ9EK"" folds",2025-11-15T03:13:27.052Z,176317640705200
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:13:23.745Z,176317640374500
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:13:21.316Z,176317640131600
"""piyo @ 8_zd4NO6-H"" posts a big blind of 400",2025-11-15T03:13:19.731Z,176317639973115
"""tanaka @ InoI33tFUO"" posts a small blind of 200",2025-11-15T03:13:19.731Z,176317639973114
"""tanaka @ InoI33tFUO"" posts an ante of 66",2025-11-15T03:13:19.731Z,176317639973113
"""whywaita @ DtjzvbAuKs"" posts an ante of 66",2025-11-15T03:13:19.731Z,176317639973112
"""ANN @ IjVUpuZ9EK"" posts an ante of 66",2025-11-15T03:13:19.731Z,176317639973111
"""wafu @ Oc04ITRF7i"" posts an ante of 66",2025-11-15T03:13:19.731Z,176317639973110
"""ramune @ 3rSQmMhWok"" posts an ante of 66",2025-11-15T03:13:19.731Z,176317639973109
"""piyo @ 8_zd4NO6-H"" posts an ante of 66",2025-11-15T03:13:19.731Z,176317639973108
"Your hand is A♣, 4♣",2025-11-15T03:13:19.731Z,176317639973106
"Player stacks: #4 ""piyo @ 8_zd4NO6-H"" (42100) | #5 ""ramune @ 3rSQmMhWok"" (69381) | #6 ""wafu @ Oc04ITRF7i"" (52381) | #7 ""ANN @ IjVUpuZ9EK"" (48331) | #9 ""whywaita @ DtjzvbAuKs"" (50119) | #10 ""tanaka @ InoI33tFUO"" (37688)",2025-11-15T03:13:19.731Z,176317639973101
"-- starting hand #7 (id: q4d4gkjg4ui7)  (No Limit Texas Hold'em) (dealer: ""whywaita @ DtjzvbAuKs"") --",2025-11-15T03:13:19.731Z,176317639973100
"-- ending hand #6 --",2025-11-15T03:13:16.729Z,176317639672902
"""ANN @ IjVUpuZ9EK"" collected 5753 from pot",2025-11-15T03:13:16.729Z,176317639672901
"Uncalled bet of 2400 returned to ""ANN @ IjVUpuZ9EK""",2025-11-15T03:13:16.729Z,176317639672900
"""tanaka @ InoI33tFUO"" folds",2025-11-15T03:13:15.827Z,176317639582700
"""ANN @ IjVUpuZ9EK"" bets 2400",2025-11-15T03:13:12.808Z,176317639280800
"""tanaka @ InoI33tFUO"" checks",2025-11-15T03:13:00.331Z,176317638033100
"Turn: 9♥, 7♦, 4♠ [6♥]",2025-11-15T03:12:50.751Z,176317637075100
"""ramune @ 3rSQmMhWok"" folds",2025-11-15T03:12:49.914Z,176317636991400
"""tanaka @ InoI33tFUO"" calls 1200",2025-11-15T03:12:48.563Z,176317636856300
"""ANN @ IjVUpuZ9EK"" bets 1200",2025-11-15T03:12:42.701Z,176317636270100
"""ramune @ 3rSQmMhWok"" checks",2025-11-15T03:12:35.037Z,176317635503700
"""tanaka @ InoI33tFUO"" checks",2025-11-15T03:12:31.413Z,176317635141300
"Flop:  [9♥, 7♦, 4♠]",2025-11-15T03:12:28.199Z,176317634819900
"""tanaka @ InoI33tFUO"" calls 919",2025-11-15T03:12:27.334Z,176317634733400
"""whywaita @ DtjzvbAuKs"" folds",2025-11-15T03:12:19.989Z,176317633998900
"""ANN @ IjVUpuZ9EK"" calls 919",2025-11-15T03:12:18.944Z,176317633894400
"""wafu @ Oc04ITRF7i"" folds",2025-11-15T03:12:15.658Z,176317633565800
"""ramune @ 3rSQmMhWok"" raises to 919",2025-11-15T03:12:14.666Z,176317633466600
